id,level,level_name.local,level_name.en,name.local,name.en,name.slug,code.id,code.iso,parent.id,parent.name.local,parent.name.en,children_count.region,children_count.province,children_count.municipality,children_count.barangay,zip_codes,geo.lat,geo.lon
129804,3,Bayan,Municipality,Cotabato City,Cotabato City,cotabato-city-129804,129804,,129800,Cotabato City (Province),Cotabato City (Province),,,,37,,9.506,123.7835
130000,2,Lalawigan,Province,Kalakhang Maynila,Metro Manila,metro-manila-130000,130000,,NCR,National Capital Region,National Capital Region,,,17,1706,,15.5145,120.9936
133900,3,Bayan,Municipality,Manila,Manila,manila-133900,133900,,130000,Kalakhang Maynila,Metro Manila,,,,897,,16.1381,120.7863
137401,3,Bayan,Municipality,Mandaluyong,Mandaluyong,mandaluyong-137401,137401,,130000,Kalakhang Maynila,Metro Manila,,,,27,,14.5736,121.0303
137402,3,Bayan,Municipality,Marikina,Marikina,marikina-137402,137402,,130000,Kalakhang Maynila,Metro Manila,,,,16,,13.3311,121.9677
137403,3,Bayan,Municipality,Pasig,Pasig,pasig-137403,137403,,130000,Kalakhang Maynila,Metro Manila,,,,30,,14.3361,121.2804
137404,3,Bayan,Municipality,Quezon City,Quezon City,quezon-city-137404,137404,,130000,Kalakhang Maynila,Metro Manila,,,,142,,14.3697,121.5626
137405,3,Bayan,Municipality,San Juan,San Juan,san-juan-137405,137405,,130000,Kalakhang Maynila,Metro Manila,,,,21,,14.2042,121.5334
137501,3,Bayan,Municipality,Caloocan City,Caloocan City,caloocan-city-137501,137501,,130000,Kalakhang Maynila,Metro Manila,,,,188,,16.17,120.7802
137502,3,Bayan,Municipality,Malabon,Malabon,malabon-137502,137502,,130000,Kalakhang Maynila,Metro Manila,,,,21,,14.571,121.1507
137503,3,Bayan,Municipality,Navotas,Navotas,navotas-137503,137503,,130000,Kalakhang Maynila,Metro Manila,,,,14,,14.3238,121.2281
137504,3,Bayan,Municipality,Valenzuela,Valenzuela,valenzuela-137504,137504,,130000,Kalakhang Maynila,Metro Manila,,,,33,,15.5202,120.9553
137601,3,Bayan,Municipality,Las Piñas,Las Piñas,las-pias-137601,137601,,130000,Kalakhang Maynila,Metro Manila,,,,20,,14.1965,121.1925
137602,3,Bayan,Municipality,Makati,Makati,makati-137602,137602,,130000,Kalakhang Maynila,Metro Manila,,,,33,,14.3471,121.2538
137603,3,Bayan,Municipality,Muntinlupa,Muntinlupa,muntinlupa-137603,137603,,130000,Kalakhang Maynila,Metro Manila,,,,9,,14.4046,121.049
137604,3,Bayan,Municipality,Parañaque,Parañaque,paraaque-137604,137604,,130000,Kalakhang Maynila,Metro Manila,,,,16,,14.0339,121.2322
137605,3,Bayan,Municipality,Pasay City,Pasay City,pasay-city-137605,137605,,130000,Kalakhang Maynila,Metro Manila,,,,201,,16.17,120.7802
137606,3,Bayan,Municipality,Pateros,Pateros,pateros-137606,137606,,130000,Kalakhang Maynila,Metro Manila,,,,10,,14.0655,121.7681
137607,3,Bayan,Municipality,Taguig City,Taguig City,taguig-city-137607,137607,,130000,Kalakhang Maynila,Metro Manila,,,,28,,15.3034,121.0067
140100,2,Lalawigan,Province,Abra,Abra,abra-140100,140100,,CAR,Cordillera Administrative Region,Cordillera Administrative Region,,,27,303,,17.0398,120.8684
140101,3,Bayan,Municipality,Bangued,Bangued,bangued-140101,140101,,140100,Abra,Abra,,,,31,,17.6,120.617
140102,3,Bayan,Municipality,Boliney,Boliney,boliney-140102,140102,,140100,Abra,Abra,,,,8,,17.4,120.8
140103,3,Bayan,Municipality,Bucay,Bucay,bucay-140103,140103,,140100,Abra,Abra,,,,21,,17.533,120.717
140104,3,Bayan,Municipality,Bucloc,Bucloc,bucloc-140104,140104,,140100,Abra,Abra,,,,4,,17.45,120.85
140105,3,Bayan,Municipality,Daguioman,Daguioman,daguioman-140105,140105,,140100,Abra,Abra,,,,4,,17.45,120.917
140106,3,Bayan,Municipality,Danglas,Danglas,danglas-140106,140106,,140100,Abra,Abra,,,,7,,17.7,120.65
140107,3,Bayan,Municipality,Dolores,Dolores,dolores-140107,140107,,140100,Abra,Abra,,,,15,,17.64667,120.71083
140108,3,Bayan,Municipality,La Paz,La Paz,la-paz-140108,140108,,140100,Abra,Abra,,,,12,,17.70556,120.69306
140109,3,Bayan,Municipality,Lacub,Lacub,lacub-140109,140109,,140100,Abra,Abra,,,,6,,17.667,120.95
140110,3,Bayan,Municipality,Lagangilang,Lagangilang,lagangilang-140110,140110,,140100,Abra,Abra,,,,17,,17.617,120.783
140111,3,Bayan,Municipality,Lagayan,Lagayan,lagayan-140111,140111,,140100,Abra,Abra,,,,5,,17.717,120.7
140112,3,Bayan,Municipality,Langiden,Langiden,langiden-140112,140112,,140100,Abra,Abra,,,,6,,17.583,120.567
140113,3,Bayan,Municipality,Licuan-Baay (Licuan),Licuan-Baay (Licuan),licuan-baay-licuan-140113,140113,,140100,Abra,Abra,,,,11,,10.9,122.7
140114,3,Bayan,Municipality,Luba,Luba,luba-140114,140114,,140100,Abra,Abra,,,,8,,17.34917,120.69111
140115,3,Bayan,Municipality,Malibcong,Malibcong,malibcong-140115,140115,,140100,Abra,Abra,,,,12,,17.567,120.983
140116,3,Bayan,Municipality,Manabo,Manabo,manabo-140116,140116,,140100,Abra,Abra,,,,11,,17.467,120.7
140117,3,Bayan,Municipality,Peñarrubia,Peñarrubia,pearrubia-140117,140117,,140100,Abra,Abra,,,,9,,17.567,120.65
140118,3,Bayan,Municipality,Pidigan,Pidigan,pidigan-140118,140118,,140100,Abra,Abra,,,,15,,17.567,120.583
140119,3,Bayan,Municipality,Pilar,Pilar,pilar-140119,140119,,140100,Abra,Abra,,,,19,,17.4175,120.59417
140120,3,Bayan,Municipality,Sallapadan,Sallapadan,sallapadan-140120,140120,,140100,Abra,Abra,,,,9,,17.467,120.767
140121,3,Bayan,Municipality,San Isidro,San Isidro,san-isidro-140121,140121,,140100,Abra,Abra,,,,9,,17.467,120.6
140122,3,Bayan,Municipality,San Juan,San Juan,san-juan-140122,140122,,140100,Abra,Abra,,,,19,,17.717,120.75
140123,3,Bayan,Municipality,San Quintin,San Quintin,san-quintin-140123,140123,,140100,Abra,Abra,,,,6,,17.54306,120.51917
140124,3,Bayan,Municipality,Tayum,Tayum,tayum-140124,140124,,140100,Abra,Abra,,,,11,,17.617,120.65
140125,3,Bayan,Municipality,Tineg,Tineg,tineg-140125,140125,,140100,Abra,Abra,,,,10,,17.767,120.933
140126,3,Bayan,Municipality,Tubo,Tubo,tubo-140126,140126,,140100,Abra,Abra,,,,10,,17.167,120.717
140127,3,Bayan,Municipality,Villaviciosa,Villaviciosa,villaviciosa-140127,140127,,140100,Abra,Abra,,,,8,,17.433,120.633
141100,2,Lalawigan,Province,Benguet,Benguet,benguet-141100,141100,,CAR,Cordillera Administrative Region,Cordillera Administrative Region,,,14,269,,15.4959,121.1235
141101,3,Bayan,Municipality,Atok,Atok,atok-141101,141101,,141100,Benguet,Benguet,,,,8,,16.58333,120.7
141102,3,Bayan,Municipality,Baguio City,Baguio City,baguio-city-141102,141102,,141100,Benguet,Benguet,,,,129,,15.2755,121.2066
141103,3,Bayan,Municipality,Bakun,Bakun,bakun-141103,141103,,141100,Benguet,Benguet,,,,7,,16.7922,120.6653
141104,3,Bayan,Municipality,Bokod,Bokod,bokod-141104,141104,,141100,Benguet,Benguet,,,,10,,16.5,120.833
141105,3,Bayan,Municipality,Buguias,Buguias,buguias-141105,141105,,141100,Benguet,Benguet,,,,14,,16.72306,120.82806
141106,3,Bayan,Municipality,Itogon,Itogon,itogon-141106,141106,,141100,Benguet,Benguet,,,,9,,16.367,120.683
141107,3,Bayan,Municipality,Kabayan,Kabayan,kabayan-141107,141107,,141100,Benguet,Benguet,,,,13,,16.617,120.85
141108,3,Bayan,Municipality,Kapangan,Kapangan,kapangan-141108,141108,,141100,Benguet,Benguet,,,,15,,16.583,120.6
141109,3,Bayan,Municipality,Kibungan,Kibungan,kibungan-141109,141109,,141100,Benguet,Benguet,,,,7,,16.7,120.667
141110,3,Bayan,Municipality,La Trinidad,La Trinidad,la-trinidad-141110,141110,,141100,Benguet,Benguet,,,,16,,16.45,120.567
141111,3,Bayan,Municipality,Mankayan,Mankayan,mankayan-141111,141111,,141100,Benguet,Benguet,,,,12,,16.867,120.783
141112,3,Bayan,Municipality,Sablan,Sablan,sablan-141112,141112,,141100,Benguet,Benguet,,,,8,,16.517,120.517
141113,3,Bayan,Municipality,Tuba,Tuba,tuba-141113,141113,,141100,Benguet,Benguet,,,,13,,16.317,120.55
141114,3,Bayan,Municipality,Tublay,Tublay,tublay-141114,141114,,141100,Benguet,Benguet,,,,8,,16.517,120.617
142700,2,Lalawigan,Province,Ifugao,Ifugao,ifugao-142700,142700,,CAR,Cordillera Administrative Region,Cordillera Administrative Region,,,11,175,,16.359,121.2742
142701,3,Bayan,Municipality,Banaue,Banaue,banaue-142701,142701,,142700,Ifugao,Ifugao,,,,18,,16.91889,121.05889
142702,3,Bayan,Municipality,Hungduan,Hungduan,hungduan-142702,142702,,142700,Ifugao,Ifugao,,,,9,,16.833,121
142703,3,Bayan,Municipality,Kiangan,Kiangan,kiangan-142703,142703,,142700,Ifugao,Ifugao,,,,14,,16.783,121.083
142704,3,Bayan,Municipality,Lagawe,Lagawe,lagawe-142704,142704,,142700,Ifugao,Ifugao,,,,20,,16.817,121.1
142705,3,Bayan,Municipality,Lamut,Lamut,lamut-142705,142705,,142700,Ifugao,Ifugao,,,,18,,16.65,121.225
142706,3,Bayan,Municipality,Mayoyao,Mayoyao,mayoyao-142706,142706,,142700,Ifugao,Ifugao,,,,27,,16.967,121.217
142707,3,Bayan,Municipality,Alfonso Lista (Potia),Alfonso Lista (Potia),alfonso-lista-potia-142707,142707,,142700,Ifugao,Ifugao,,,,20,,16.9,121.517
142708,3,Bayan,Municipality,Aguinaldo,Aguinaldo,aguinaldo-142708,142708,,142700,Ifugao,Ifugao,,,,16,,16.783,121.317
142709,3,Bayan,Municipality,Hingyon,Hingyon,hingyon-142709,142709,,142700,Ifugao,Ifugao,,,,12,,16.833,121.117
142710,3,Bayan,Municipality,Tinoc,Tinoc,tinoc-142710,142710,,142700,Ifugao,Ifugao,,,,12,,16.7,120.9
142711,3,Bayan,Municipality,Asipulo,Asipulo,asipulo-142711,142711,,142700,Ifugao,Ifugao,,,,9,,16.6,121.05
143200,2,Lalawigan,Province,Kalinga,Kalinga,kalinga-143200,143200,,CAR,Cordillera Administrative Region,Cordillera Administrative Region,,,8,152,,16.8611,121.3605
143201,3,Bayan,Municipality,Balbalan,Balbalan,balbalan-143201,143201,,143200,Kalinga,Kalinga,,,,14,,17.45,121.15
143206,3,Bayan,Municipality,Lubuagan,Lubuagan,lubuagan-143206,143206,,143200,Kalinga,Kalinga,,,,9,,17.35,121.183
143208,3,Bayan,Municipality,Pasil,Pasil,pasil-143208,143208,,143200,Kalinga,Kalinga,,,,14,,17.383,121.15
143209,3,Bayan,Municipality,Pinukpuk,Pinukpuk,pinukpuk-143209,143209,,143200,Kalinga,Kalinga,,,,23,,17.6,121.367
143211,3,Bayan,Municipality,Rizal (Liwan),Rizal (Liwan),rizal-liwan-143211,143211,,143200,Kalinga,Kalinga,,,,14,,17.5,121.6
143213,3,Bayan,Municipality,Tabuk,Tabuk,tabuk-143213,143213,,143200,Kalinga,Kalinga,,,,42,,17.45,121.45833
143214,3,Bayan,Municipality,Tanudan,Tanudan,tanudan-143214,143214,,143200,Kalinga,Kalinga,,,,16,,17.3,121.233
143215,3,Bayan,Municipality,Tinglayan,Tinglayan,tinglayan-143215,143215,,143200,Kalinga,Kalinga,,,,20,,17.283,121.167
144400,2,Lalawigan,Province,Mountain Province,Mountain Province,mountain-province-144400,144400,,CAR,Cordillera Administrative Region,Cordillera Administrative Region,,,10,144,,16.0025,121.3451
144401,3,Bayan,Municipality,Barlig,Barlig,barlig-144401,144401,,144400,Mountain Province,Mountain Province,,,,11,,17.083,121.15
144402,3,Bayan,Municipality,Bauko,Bauko,bauko-144402,144402,,144400,Mountain Province,Mountain Province,,,,22,,16.983,120.867
144403,3,Bayan,Municipality,Besao,Besao,besao-144403,144403,,144400,Mountain Province,Mountain Province,,,,14,,17.1,120.817
144404,3,Bayan,Municipality,Bontoc,Bontoc,bontoc-144404,144404,,144400,Mountain Province,Mountain Province,,,,16,,17.08722,120.97556
144405,3,Bayan,Municipality,Natonin,Natonin,natonin-144405,144405,,144400,Mountain Province,Mountain Province,,,,11,,17.1,121.283
144406,3,Bayan,Municipality,Paracelis,Paracelis,paracelis-144406,144406,,144400,Mountain Province,Mountain Province,,,,9,,17.267,121.467
144407,3,Bayan,Municipality,Sabangan,Sabangan,sabangan-144407,144407,,144400,Mountain Province,Mountain Province,,,,15,,16.95,120.917
144408,3,Bayan,Municipality,Sadanga,Sadanga,sadanga-144408,144408,,144400,Mountain Province,Mountain Province,,,,8,,17.167,121.033
144409,3,Bayan,Municipality,Sagada,Sagada,sagada-144409,144409,,144400,Mountain Province,Mountain Province,,,,19,,17.083,120.9
144410,3,Bayan,Municipality,Tadian,Tadian,tadian-144410,144410,,144400,Mountain Province,Mountain Province,,,,19,,17,120.817
148100,2,Lalawigan,Province,Apayao,Apayao,apayao-148100,148100,,CAR,Cordillera Administrative Region,Cordillera Administrative Region,,,7,133,,17.1084,121.4886
148101,3,Bayan,Municipality,Calanasan (Bayag),Calanasan (Bayag),calanasan-bayag-148101,148101,,148100,Apayao,Apayao,,,,18,,13.0667,123.45
148102,3,Bayan,Municipality,Conner,Conner,conner-148102,148102,,148100,Apayao,Apayao,,,,21,,17.8,121.333
148103,3,Bayan,Municipality,Flora,Flora,flora-148103,148103,,148100,Apayao,Apayao,,,,16,,18.117,121.4
148104,3,Bayan,Municipality,Kabugao,Kabugao,kabugao-148104,148104,,148100,Apayao,Apayao,,,,21,,18.017,121.183
148105,3,Bayan,Municipality,Luna,Luna,luna-148105,148105,,148100,Apayao,Apayao,,,,22,,18.32583,121.35361
148106,3,Bayan,Municipality,Pudtol,Pudtol,pudtol-148106,148106,,148100,Apayao,Apayao,,,,22,,18.15,121.283
148107,3,Bayan,Municipality,Santa Marcela,Santa Marcela,santa-marcela-148107,148107,,148100,Apayao,Apayao,,,,13,,18.283,121.433
150700,2,Lalawigan,Province,Basilan,Basilan,basilan-150700,150700,,ARMM,Autonomous Region in Muslim Mindanao,Autonomous Region in Muslim Mindanao,,,12,210,,7.6078,122.1204
150702,3,Bayan,Municipality,Lamitan,Lamitan,lamitan-150702,150702,,150700,Basilan,Basilan,,,,45,,6.65,122.133
150703,3,Bayan,Municipality,Lantawan,Lantawan,lantawan-150703,150703,,150700,Basilan,Basilan,,,,25,,6.65,121.867
150704,3,Bayan,Municipality,Maluso,Maluso,maluso-150704,150704,,150700,Basilan,Basilan,,,,20,,6.55,121.883
150705,3,Bayan,Municipality,Sumisip,Sumisip,sumisip-150705,150705,,150700,Basilan,Basilan,,,,29,,6.417,121.983
150706,3,Bayan,Municipality,Tipo-Tipo,Tipo-Tipo,tipo-tipo-150706,150706,,150700,Basilan,Basilan,,,,11,,6.533,122.167
150707,3,Bayan,Municipality,Tuburan,Tuburan,tuburan-150707,150707,,150700,Basilan,Basilan,,,,10,,6.6,122.2
150708,3,Bayan,Municipality,Akbar,Akbar,akbar-150708,150708,,150700,Basilan,Basilan,,,,9,,6.65,122.217
150709,3,Bayan,Municipality,Al-Barka,Al-Barka,al-barka-150709,150709,,150700,Basilan,Basilan,,,,16,,6.467,122.183
150710,3,Bayan,Municipality,Hadji Mohammad Ajul,Hadji Mohammad Ajul,hadji-mohammad-ajul-150710,150710,,150700,Basilan,Basilan,,,,11,,6.617,122.3
150711,3,Bayan,Municipality,Ungkaya Pukan,Ungkaya Pukan,ungkaya-pukan-150711,150711,,150700,Basilan,Basilan,,,,12,,6.5,122.117
150712,3,Bayan,Municipality,Hadji Muhtamad,Hadji Muhtamad,hadji-muhtamad-150712,150712,,150700,Basilan,Basilan,,,,10,,6.633,121.617
150713,3,Bayan,Municipality,Tabuan-Lasa,Tabuan-Lasa,tabuan-lasa-150713,150713,,150700,Basilan,Basilan,,,,12,,6.35,121.967
153600,2,Lalawigan,Province,Lanao del Sur,Lanao del Sur,lanao-del-sur-153600,153600,,ARMM,Autonomous Region in Muslim Mindanao,Autonomous Region in Muslim Mindanao,,,40,1159,,8.505,123.9808
153601,3,Bayan,Municipality,Bacolod-Kalawi (Bacolod Grande),Bacolod-Kalawi (Bacolod Grande),bacolod-kalawi-bacolod-grande-153601,153601,,153600,Lanao del Sur,Lanao del Sur,,,,26,,7.85,124.133
153602,3,Bayan,Municipality,Balabagan,Balabagan,balabagan-153602,153602,,153600,Lanao del Sur,Lanao del Sur,,,,27,,7.533,124.117
153603,3,Bayan,Municipality,Balindong (Watu),Balindong (Watu),balindong-watu-153603,153603,,153600,Lanao del Sur,Lanao del Sur,,,,38,,7.917,124.2
153604,3,Bayan,Municipality,Bayang,Bayang,bayang-153604,153604,,153600,Lanao del Sur,Lanao del Sur,,,,49,,7.79306,124.19194
153605,3,Bayan,Municipality,Binidayan,Binidayan,binidayan-153605,153605,,153600,Lanao del Sur,Lanao del Sur,,,,26,,7.8,124.167
153606,3,Bayan,Municipality,Bubong,Bubong,bubong-153606,153606,,153600,Lanao del Sur,Lanao del Sur,,,,36,,8.017,124.483
153607,3,Bayan,Municipality,Butig,Butig,butig-153607,153607,,153600,Lanao del Sur,Lanao del Sur,,,,16,,7.717,124.3
153609,3,Bayan,Municipality,Ganassi,Ganassi,ganassi-153609,153609,,153600,Lanao del Sur,Lanao del Sur,,,,32,,7.833,124.1
153610,3,Bayan,Municipality,Kapai,Kapai,kapai-153610,153610,,153600,Lanao del Sur,Lanao del Sur,,,,20,,8.083,124.4
153611,3,Bayan,Municipality,Lumba-Bayabao (Maguing),Lumba-Bayabao (Maguing),lumba-bayabao-maguing-153611,153611,,153600,Lanao del Sur,Lanao del Sur,,,,38,,7.9,124.4
153612,3,Bayan,Municipality,Lumbatan,Lumbatan,lumbatan-153612,153612,,153600,Lanao del Sur,Lanao del Sur,,,,21,,7.783,124.25
153613,3,Bayan,Municipality,Madalum,Madalum,madalum-153613,153613,,153600,Lanao del Sur,Lanao del Sur,,,,37,,7.85,124.117
153614,3,Bayan,Municipality,Madamba,Madamba,madamba-153614,153614,,153600,Lanao del Sur,Lanao del Sur,,,,24,,7.883,124.067
153615,3,Bayan,Municipality,Malabang,Malabang,malabang-153615,153615,,153600,Lanao del Sur,Lanao del Sur,,,,37,,7.583,124.067
153616,3,Bayan,Municipality,Marantao,Marantao,marantao-153616,153616,,153600,Lanao del Sur,Lanao del Sur,,,,34,,7.95,124.233
153617,3,Bayan,Municipality,Marawi City,Marawi City,marawi-city-153617,153617,,153600,Lanao del Sur,Lanao del Sur,,,,96,,8,124.3
153618,3,Bayan,Municipality,Masiu,Masiu,masiu-153618,153618,,153600,Lanao del Sur,Lanao del Sur,,,,35,,7.817,124.317
153619,3,Bayan,Municipality,Mulondo,Mulondo,mulondo-153619,153619,,153600,Lanao del Sur,Lanao del Sur,,,,26,,7.933,124.383
153620,3,Bayan,Municipality,Pagayawan (Tatarikan),Pagayawan (Tatarikan),pagayawan-tatarikan-153620,153620,,153600,Lanao del Sur,Lanao del Sur,,,,18,,7.733,124.117
153621,3,Bayan,Municipality,Piagapo,Piagapo,piagapo-153621,153621,,153600,Lanao del Sur,Lanao del Sur,,,,37,,8,124.2
153622,3,Bayan,Municipality,Poona Bayabao (Gata),Poona Bayabao (Gata),poona-bayabao-gata-153622,153622,,153600,Lanao del Sur,Lanao del Sur,,,,25,,7.85,124.35
153623,3,Bayan,Municipality,Pualas,Pualas,pualas-153623,153623,,153600,Lanao del Sur,Lanao del Sur,,,,23,,7.817,124.067
153624,3,Bayan,Municipality,Ditsaan-Ramain,Ditsaan-Ramain,ditsaan-ramain-153624,153624,,153600,Lanao del Sur,Lanao del Sur,,,,35,,7.967,124.35
153625,3,Bayan,Municipality,Saguiaran,Saguiaran,saguiaran-153625,153625,,153600,Lanao del Sur,Lanao del Sur,,,,30,,8.033,124.267
153626,3,Bayan,Municipality,Tamparan,Tamparan,tamparan-153626,153626,,153600,Lanao del Sur,Lanao del Sur,,,,44,,7.883,124.333
153627,3,Bayan,Municipality,Taraka,Taraka,taraka-153627,153627,,153600,Lanao del Sur,Lanao del Sur,,,,43,,7.9,124.35
153628,3,Bayan,Municipality,Tubaran,Tubaran,tubaran-153628,153628,,153600,Lanao del Sur,Lanao del Sur,,,,21,,7.717,124.167
153629,3,Bayan,Municipality,Tugaya,Tugaya,tugaya-153629,153629,,153600,Lanao del Sur,Lanao del Sur,,,,23,,7.883,124.167
153630,3,Bayan,Municipality,Wao,Wao,wao-153630,153630,,153600,Lanao del Sur,Lanao del Sur,,,,26,,7.683,124.683
153631,3,Bayan,Municipality,Marogong,Marogong,marogong-153631,153631,,153600,Lanao del Sur,Lanao del Sur,,,,24,,7.667,124.15
153632,3,Bayan,Municipality,Calanogas,Calanogas,calanogas-153632,153632,,153600,Lanao del Sur,Lanao del Sur,,,,17,,7.75,124.1
153633,3,Bayan,Municipality,Buadiposo-Buntong,Buadiposo-Buntong,buadiposo-buntong-153633,153633,,153600,Lanao del Sur,Lanao del Sur,,,,33,,7.967,124.383
153634,3,Bayan,Municipality,Maguing,Maguing,maguing-153634,153634,,153600,Lanao del Sur,Lanao del Sur,,,,34,,7.9,124.4
153635,3,Bayan,Municipality,Picong (Sultan Gumander),Picong (Sultan Gumander),picong-sultan-gumander-153635,153635,,153600,Lanao del Sur,Lanao del Sur,,,,19,,7.683,123.95
153636,3,Bayan,Municipality,Lumbayanague,Lumbayanague,lumbayanague-153636,153636,,153600,Lanao del Sur,Lanao del Sur,,,,22,,7.783,124.283
153637,3,Bayan,Municipality,Bumbaran,Bumbaran,bumbaran-153637,153637,,153600,Lanao del Sur,Lanao del Sur,,,,17,,7.8,124.65
153638,3,Bayan,Municipality,Tagoloan Ii,Tagoloan Ii,tagoloan-ii-153638,153638,,153600,Lanao del Sur,Lanao del Sur,,,,19,,8.10917,124.43917
153639,3,Bayan,Municipality,Kapatagan,Kapatagan,kapatagan-153639,153639,,153600,Lanao del Sur,Lanao del Sur,,,,15,,7.45,124.133
153640,3,Bayan,Municipality,Sultan Dumalondong,Sultan Dumalondong,sultan-dumalondong-153640,153640,,153600,Lanao del Sur,Lanao del Sur,,,,7,,7.67778,124.26778
153641,3,Bayan,Municipality,Lumbaca-Unayan,Lumbaca-Unayan,lumbaca-unayan-153641,153641,,153600,Lanao del Sur,Lanao del Sur,,,,9,,7.767,124.25
153800,2,Lalawigan,Province,Maguindanao,Maguindanao,maguindanao-153800,153800,,ARMM,Autonomous Region in Muslim Mindanao,Autonomous Region in Muslim Mindanao,,,36,508,,7.4308,124.179
153801,3,Bayan,Municipality,Ampatuan,Ampatuan,ampatuan-153801,153801,,153800,Maguindanao,Maguindanao,,,,11,,6.867,124.467
153802,3,Bayan,Municipality,Buldon,Buldon,buldon-153802,153802,,153800,Maguindanao,Maguindanao,,,,15,,7.517,124.367
153803,3,Bayan,Municipality,Buluan,Buluan,buluan-153803,153803,,153800,Maguindanao,Maguindanao,,,,7,,6.86667,124.75
153805,3,Bayan,Municipality,Datu Paglas,Datu Paglas,datu-paglas-153805,153805,,153800,Maguindanao,Maguindanao,,,,23,,6.76694,124.85
153806,3,Bayan,Municipality,Datu Piang,Datu Piang,datu-piang-153806,153806,,153800,Maguindanao,Maguindanao,,,,16,,7.03333,124.5
153807,3,Bayan,Municipality,Datu Odin Sinsuat (Dinaig),Datu Odin Sinsuat (Dinaig),datu-odin-sinsuat-dinaig-153807,153807,,153800,Maguindanao,Maguindanao,,,,34,,7.18889,124.18389
153808,3,Bayan,Municipality,Shariff Aguak (Maganoy),Shariff Aguak (Maganoy),shariff-aguak-maganoy-153808,153808,,153800,Maguindanao,Maguindanao,,,,13,,6.86472,124.44167
153809,3,Bayan,Municipality,Matanog,Matanog,matanog-153809,153809,,153800,Maguindanao,Maguindanao,,,,8,,7.467,124.25
153810,3,Bayan,Municipality,Pagalungan,Pagalungan,pagalungan-153810,153810,,153800,Maguindanao,Maguindanao,,,,12,,7.057,124.701
153811,3,Bayan,Municipality,Parang,Parang,parang-153811,153811,,153800,Maguindanao,Maguindanao,,,,25,,7.33333,124.31667
153812,3,Bayan,Municipality,Sultan Kudarat (Nuling),Sultan Kudarat (Nuling),sultan-kudarat-nuling-153812,153812,,153800,Maguindanao,Maguindanao,,,,39,,7.233,124.25
153813,3,Bayan,Municipality,Sultan Sa Barongis (Lambayong),Sultan Sa Barongis (Lambayong),sultan-sa-barongis-lambayong-153813,153813,,153800,Maguindanao,Maguindanao,,,,12,,6.8,124.633
153814,3,Bayan,Municipality,Kabuntalan (Tumbao),Kabuntalan (Tumbao),kabuntalan-tumbao-153814,153814,,153800,Maguindanao,Maguindanao,,,,17,,7.11667,124.38333
153815,3,Bayan,Municipality,Upi,Upi,upi-153815,153815,,153800,Maguindanao,Maguindanao,,,,23,,7.02889,124.165
153816,3,Bayan,Municipality,Talayan,Talayan,talayan-153816,153816,,153800,Maguindanao,Maguindanao,,,,15,,6.96667,124.41667
153817,3,Bayan,Municipality,South Upi,South Upi,south-upi-153817,153817,,153800,Maguindanao,Maguindanao,,,,11,,6.8548444,124.1443028
153818,3,Bayan,Municipality,Barira,Barira,barira-153818,153818,,153800,Maguindanao,Maguindanao,,,,14,,7.483,124.3
153819,3,Bayan,Municipality,Gen. S.K. Pendatun,Gen. S.K. Pendatun,gen-sk-pendatun-153819,153819,,153800,Maguindanao,Maguindanao,,,,19,,6.9667,124.4833
153820,3,Bayan,Municipality,Mamasapano,Mamasapano,mamasapano-153820,153820,,153800,Maguindanao,Maguindanao,,,,14,,6.97194,124.48111
153821,3,Bayan,Municipality,Talitay,Talitay,talitay-153821,153821,,153800,Maguindanao,Maguindanao,,,,9,,6.99667,124.70528
153822,3,Bayan,Municipality,Pagagawan,Pagagawan,pagagawan-153822,153822,,153800,Maguindanao,Maguindanao,,,,11,,7.0833,124.3167
153823,3,Bayan,Municipality,Paglat,Paglat,paglat-153823,153823,,153800,Maguindanao,Maguindanao,,,,8,,6.7,124.78333
153824,3,Bayan,Municipality,Sultan Mastura,Sultan Mastura,sultan-mastura-153824,153824,,153800,Maguindanao,Maguindanao,,,,13,,7.283,124.3
153825,3,Bayan,Municipality,Guindulungan,Guindulungan,guindulungan-153825,153825,,153800,Maguindanao,Maguindanao,,,,11,,6.96583,124.34806
153826,3,Bayan,Municipality,Datu Saudi-Ampatuan,Datu Saudi-Ampatuan,datu-saudi-ampatuan-153826,153826,,153800,Maguindanao,Maguindanao,,,,8,,6.95722,124.44444
153827,3,Bayan,Municipality,Datu Unsay,Datu Unsay,datu-unsay-153827,153827,,153800,Maguindanao,Maguindanao,,,,8,,6.92083,124.45333
153828,3,Bayan,Municipality,Datu Abdullah Sangki,Datu Abdullah Sangki,datu-abdullah-sangki-153828,153828,,153800,Maguindanao,Maguindanao,,,,10,,6.751722,124.491861
153829,3,Bayan,Municipality,Rajah Buayan,Rajah Buayan,rajah-buayan-153829,153829,,153800,Maguindanao,Maguindanao,,,,11,,6.91083,124.55083
153830,3,Bayan,Municipality,Datu Blah T. Sinsuat,Datu Blah T. Sinsuat,datu-blah-t-sinsuat-153830,153830,,153800,Maguindanao,Maguindanao,,,,13,,6.92278,123.96833
153831,3,Bayan,Municipality,Datu Anggal Midtimbang,Datu Anggal Midtimbang,datu-anggal-midtimbang-153831,153831,,153800,Maguindanao,Maguindanao,,,,7,,6.93333,124.33333
153832,3,Bayan,Municipality,Mangudadatu,Mangudadatu,mangudadatu-153832,153832,,153800,Maguindanao,Maguindanao,,,,8,,6.6875,124.825
